//联锁表-呼和浩特南站(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
338    |LCJL|X3LA,SHLA    |X3     |56,(44-46),(24-26),126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |56-58DG,46DG,44DG,26/44WG,26DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,48DG,YSHG                     |D34,D28,D22,D18,D20,D10,SL6,XZ6,SH;
339    |LCJL|X3LA,SWLA    |X3     |56,(44-46),(24-26),126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |56-58DG,46DG,44DG,26/44WG,26DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,48DG,SW3JG                     |D34,D28,D22,D18,D20,D10,SL6,XZ6,SW;
340    |LCJL|XILA,D18A,SFLA    |XI     |44-46,(24-26),126-130<128>,136-138,2-4,(6-8),2-4                     |44DG,26/44WG,26DG,24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D28,D22,D18,D14,D8,D2,SF;
341    |LCJL|XILA,BA6A,SLA    |XI     |44-46,24-26,14-16,6-8,(2-4),6-8                     |44DG,26/44WG,14DG,4/14WG,4-6DG,2-8DG,IIBG,S3JG                     |D28,D22,BA6,D12,D6,D4,S;
342    |LCJL|XILA,SLA    |XI     |44-46,(24-26),126-130<128>,136-138,2-4,6-8                     |44DG,26/44WG,26DG,24-36DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D28,D22,D18,D14,D8,D4,S;
343    |LCJL|XILA,SFLA    |XI     |44-46,24-26,14-16,6-8,2-4                     |44DG,26/44WG,26DG,14DG,4/14WG,4-6DG,IBG,X1LQ                     |D28,D22,BA6,D12,D6,D2,SF;
344    |LCJL|XILA,D8A,SFLA    |XI     |44-46,(24-26),126-130<128>,136-138,2-4,(6-8),2-4                     |44DG,26/44WG,26DG,24-36DG,126-138DG,2-8DG,4-6DG,IBG,X1LQ                     |D28,D22,D18,D14,D8,D2,SF;
345    |LCJL|XILA,SL6LA    |XI     |44-46,(24-26),126-130<128>,(136-138),126-130<128>,(32)                     |44DG,26/44WG,26DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D28,D22,D18,D20,D10,SL6;
346    |LCJL|XILA,SHLA    |XI     |44-46,(24-26),126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |44DG,26/44WG,26DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D28,D22,D18,D20,D10,SL6,XZ6,SH;
347    |LCJL|XILA,SWLA    |XI     |44-46,(24-26),126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |44DG,26/44WG,26DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D28,D22,D18,D20,D10,SL6,XZ6,SW;
348    |LCJL|XIILA,SLA    |XII     |36-38,24-26,126-130<128>,136-138,2-4,6-8                     |24-36DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D18,D14,D8,D4,S;
349    |LCJL|XIILA,SFLA    |XII     |36-38,24-26,126-130<128>,136-138,2-4,(6-8),2-4                     |24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D18,D14,D8,D2,SF;
350    |LCJL|XIILA,SL6LA    |XII     |36-38,24-26,126-130<128>,(136-138),126-130<128>,(32)                     |24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D18,D20,D10,SL6;
351    |LCJL|XIILA,SHLA    |XII     |36-38,24-26,126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D18,D20,D10,SL6,XZ6,SH;
352    |LCJL|XIILA,SWLA    |XII     |36-38,24-26,126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D18,D20,D10,SL6,XZ6,SW;
353    |LCJL|XIVLA,BA4A,SLA    |XIV     |40-42,36-38,132<134>,136-138,(126-130<128>),136-138,2-4,6-8                     |40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D26,D24,BA4,D14,D8,D4,S;
354    |LCJL|XIVLA,BA4A,SFLA    |XIV     |40-42,36-38,132<134>,136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D26,D24,BA4,D14,D8,D2,SF;
355    |LCJL|XIVLA,D18A,SL6LA    |XIV     |40-42,(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32)                     |40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D26,D24,D18,D20,D10,SL6;
356    |LCJL|XIVLA,D18A,SHLA    |XIV     |40-42,(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D26,D24,D18,D20,D10,SL6,XZ6,SH;
357    |LCJL|XIVLA,D18A,SWLA    |XIV     |40-42,(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D26,D24,D18,D20,D10,SL6,XZ6,SW;
358    |LCJL|XIVLA,SLA    |XIV     |40-42,(36-38),24-26,126-130<128>,136-138,2-4,6-8                     |40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D26,D24,D18,D14,D8,D4,S;
359    |LCJL|XIVLA,SFLA    |XIV     |40-42,(36-38),24-26,126-130<128>,136-138,2-4,(6-8),2-4                     |40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D26,D24,D18,D14,D8,D2,SF;
360    |LCJL|XIVLA,D8A,SLA    |XIV     |40-42,36-38,132<134>,136-138,(126-130<128>),136-138,2-4,6-8                     |40DG,38/40WG,38DG,128-136DG,126-138DG,2-8DG,IIBG,S3JG                     |D26,D24,BA4,D14,D8,D4,S;
361    |LCJL|XIVLA,D8A,SFLA    |XIV     |40-42,36-38,132<134>,136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |40DG,38/40WG,38DG,128-136DG,126-138DG,2-8DG,4-6DG,IBG,X1LQ                     |D26,D24,BA4,D14,D8,D2,SF;
362    |LCJL|XIVLA,SL6LA    |XIV     |40-42,36-38,132<134>,136-138,126-130<128>,(32)                     |40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,32/H2WG                     |D26,D24,BA4,D20,D10,SL6;
363    |LCJL|XIVLA,SHLA    |XIV     |40-42,36-38,132<134>,136-138,126-130<128>,(32),(H2-H1)                     |40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D26,D24,BA4,D20,D10,SL6,XZ6,SH;
364    |LCJL|XIVLA,SWLA    |XIV     |40-42,36-38,132<134>,136-138,126-130<128>,(32),H2-H1                     |40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D26,D24,BA4,D20,D10,SL6,XZ6,SW;
365    |LCJL|X6LA,D52A,SLA    |X6     |70,40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D32,D52,D50,D14,D8,D4,S;
366    |LCJL|X6LA,D52A,SFLA    |X6     |70,40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D32,D52,D50,D14,D8,D2,SF;
367    |LCJL|X6LA,D52A,SL6LA    |X6     |70,40-42,140-142,(132<134>),136-138,126-130<128>,(32)                     |70-72DG,42DG,140DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D32,D52,D50,D20,D10,SL6;
368    |LCJL|X6LA,BA4A,SLA    |X6     |70,(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D26,D24,BA4,D14,D8,D4,S;
369    |LCJL|X6LA,BA4A,SFLA    |X6     |70,(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D26,D24,BA4,D14,D8,D2,SF;
370    |LCJL|X6LA,BA4A,SHLA    |X6     |70,(40-42),36-38,132<134>,136-138,126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,40DG,38/40WG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D26,D24,BA4,D20,D10,SL6,XZ6,SH;
371    |LCJL|X6LA,BA4A,SWLA    |X6     |70,(40-42),36-38,132<134>,136-138,126-130<128>,(32),H2-H1                     |70-72DG,42DG,40DG,38/40WG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,BA4,D20,D10,SL6,XZ6,SW;
372    |LCJL|X6LA,D18A,SL6LA    |X6     |70,(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32)                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D26,D24,D18,D20,D10,SL6;
373    |LCJL|X6LA,D18A,SHLA    |X6     |70,(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D26,D24,D18,D20,D10,SL6,XZ6,SH;
374    |LCJL|X6LA,D18A,SWLA    |X6     |70,(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,D18,D20,D10,SL6,XZ6,SW;
375    |LCJL|X6LA,SLA    |X6     |70,(40-42),(36-38),24-26,126-130<128>,136-138,2-4,6-8                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D26,D24,D18,D14,D8,D4,S;
376    |LCJL|X6LA,SFLA    |X6     |70,(40-42),(36-38),24-26,126-130<128>,136-138,2-4,(6-8),2-4                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D26,D24,D18,D14,D8,D2,SF;
377    |LCJL|X6LA,D8A,SLA    |X6     |70,40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,42/140WG,140DG,128-136DG,126-138DG,2-8DG,IIBG,S3JG                     |D36,D32,D52,D50,D14,D8,D4,S;
378    |LCJL|X6LA,D8A,SFLA    |X6     |70,40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,42/140WG,140DG,128-136DG,126-138DG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D32,D52,D50,D14,D8,D2,SF;
379    |LCJL|X6LA,SL6LA    |X6     |70,(40-42),36-38,132<134>,136-138,126-130<128>,(32)                     |70-72DG,42DG,40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D26,D24,BA4,D20,D10,SL6;
380    |LCJL|X6LA,SHLA    |X6     |70,40-42,140-142,(132<134>),136-138,126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,42/140WG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D32,D52,D50,D20,D10,SL6,XZ6,SH;
381    |LCJL|X6LA,SWLA    |X6     |70,40-42,140-142,(132<134>),136-138,126-130<128>,(32),H2-H1                     |70-72DG,42DG,42/140WG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D32,D52,D50,D20,D10,SL6,XZ6,SW;
382    |LCJL|X8LA,D52A,SLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D32,D52,D50,D14,D8,D4,S;
383    |LCJL|X8LA,D52A,SFLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D32,D52,D50,D14,D8,D2,SF;
384    |LCJL|X8LA,D52A,SL6LA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,126-130<128>,(32)                     |70-72DG,42DG,140DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D32,D52,D50,D20,D10,SL6;
385    |LCJL|X8LA,BA4A,SLA    |X8     |72-74,(70),(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D26,D24,BA4,D14,D8,D4,S;
386    |LCJL|X8LA,BA4A,SFLA    |X8     |72-74,(70),(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,40DG,38/40WG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D26,D24,BA4,D14,D8,D2,SF;
387    |LCJL|X8LA,BA4A,SHLA    |X8     |72-74,(70),(40-42),36-38,132<134>,136-138,126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,40DG,38/40WG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D26,D24,BA4,D20,D10,SL6,XZ6,SH;
388    |LCJL|X8LA,BA4A,SWLA    |X8     |72-74,(70),(40-42),36-38,132<134>,136-138,126-130<128>,(32),H2-H1                     |70-72DG,42DG,40DG,38/40WG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,BA4,D20,D10,SL6,XZ6,SW;
389    |LCJL|X8LA,D18A,SL6LA    |X8     |72-74,(70),(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32)                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D26,D24,D18,D20,D10,SL6;
390    |LCJL|X8LA,D18A,SHLA    |X8     |72-74,(70),(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D26,D24,D18,D20,D10,SL6,XZ6,SH;
391    |LCJL|X8LA,D18A,SWLA    |X8     |72-74,(70),(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,D18,D20,D10,SL6,XZ6,SW;
392    |LCJL|X8LA,SLA    |X8     |72-74,(70),(40-42),(36-38),24-26,126-130<128>,136-138,2-4,6-8                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D26,D24,D18,D14,D8,D4,S;
393    |LCJL|X8LA,SFLA    |X8     |72-74,(70),(40-42),(36-38),24-26,126-130<128>,136-138,2-4,(6-8),2-4                     |70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D26,D24,D18,D14,D8,D2,SF;
394    |LCJL|X8LA,D8A,SLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |70-72DG,42DG,42/140WG,140DG,128-136DG,126-138DG,2-8DG,IIBG,S3JG                     |D36,D32,D52,D50,D14,D8,D4,S;
395    |LCJL|X8LA,D8A,SFLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |70-72DG,42DG,42/140WG,140DG,128-136DG,126-138DG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D32,D52,D50,D14,D8,D2,SF;
396    |LCJL|X8LA,SL6LA    |X8     |72-74,(70),(40-42),36-38,132<134>,136-138,126-130<128>,(32)                     |70-72DG,42DG,40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D26,D24,BA4,D20,D10,SL6;
397    |LCJL|X8LA,SHLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,126-130<128>,(32),(H2-H1)                     |70-72DG,42DG,42/140WG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,H1DG,YSHG                     |D36,D32,D52,D50,D20,D10,SL6,XZ6,SH;
398    |LCJL|X8LA,SWLA    |X8     |72-74,(70),40-42,140-142,(132<134>),136-138,126-130<128>,(32),H2-H1                     |70-72DG,42DG,42/140WG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D32,D52,D50,D20,D10,SL6,XZ6,SW;
399    |LCJL|XXLA,D52A,SLA    |XX     |(72-74),(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |74DG,70-72DG,42DG,64-68DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D32,D52,D50,D14,D8,D4,S;
400    |LCJL|XXLA,D52A,SFLA    |XX     |(72-74),(70),40-42,140-142,(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |74DG,70-72DG,42DG,64-68DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D32,D52,D50,D14,D8,D2,SF;
401    |LCJL|XXLA,D52A,SL6LA    |XX     |(72-74),(70),40-42,140-142,(132<134>),136-138,126-130<128>,(32)                     |74DG,70-72DG,42DG,64-68DG,140DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D32,D52,D50,D20,D10,SL6;
402    |LCJL|XXLA,D52A,SWLA    |XX     |(72-74),(70),40-42,140-142,(132<134>),136-138,126-130<128>,(32),H2-H1                     |74DG,70-72DG,42DG,64-68DG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D32,D52,D50,D20,D10,SL6,XZ6,SW;
403    |LCJL|XXLA,BA4A,SLA    |XX     |(72-74),(70),(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,6-8                     |74DG,70-72DG,42DG,40DG,38/40WG,64-68DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,S3JG                     |D36,D26,D24,BA4,D14,D8,D4,S;
404    |LCJL|XXLA,BA4A,SFLA    |XX     |(72-74),(70),(40-42),36-38,132<134>,136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |74DG,70-72DG,42DG,40DG,38/40WG,64-68DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,X1LQ                     |D36,D26,D24,BA4,D14,D8,D2,SF;
405    |LCJL|XXLA,BA4A,SWLA    |XX     |(72-74),(70),(40-42),36-38,132<134>,136-138,126-130<128>,(32),H2-H1                     |74DG,70-72DG,42DG,40DG,38/40WG,64-68DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,BA4,D20,D10,SL6,XZ6,SW;
406    |LCJL|XXLA,D18A,SL6LA    |XX     |(72-74),(70),(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32)                     |74DG,70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,64-68DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG                     |D36,D26,D24,D18,D20,D10,SL6;
407    |LCJL|XXLA,D18A,SWLA    |XX     |(72-74),(70),(40-42),(36-38),24-26,126-130<128>,(136-138),126-130<128>,(32),H2-H1                     |74DG,70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,64-68DG,126-138DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D36,D26,D24,D18,D20,D10,SL6,XZ6,SW;
408    |LCJL|XXLA,SLA    |XX     |(72-74),(70),(40-42),(36-38),24-26,126-130<128>,136-138,2-4,6-8                     |74DG,70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,IIBG,64-68DG,S3JG                     |D36,D26,D24,D18,D14,D8,D4,S;
409    |LCJL|XXLA,SFLA    |XX     |(72-74),(70),(40-42),(36-38),24-26,126-130<128>,136-138,2-4,(6-8),2-4                     |74DG,70-72DG,42DG,40DG,38/40WG,38DG,24-36DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,64-68DG,X1LQ                     |D36,D26,D24,D18,D14,D8,D2,SF;
410    |LCJL|XXLA,D8A,SLA    |XX     |72-74,68,64-66,98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |74DG,64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,2-8DG,IIBG,S3JG                     |D72,D68,D60,D50,D14,D8,D4,S;
411    |LCJL|XXLA,D8A,SFLA    |XX     |72-74,68,64-66,98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |74DG,64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,2-8DG,4-6DG,IBG,X1LQ                     |D72,D68,D60,D50,D14,D8,D2,SF;
412    |LCJL|XXLA,SL6LA    |XX     |(72-74),(70),(40-42),36-38,132<134>,136-138,126-130<128>,(32)                     |74DG,70-72DG,42DG,40DG,38/40WG,38DG,128-136DG,32/136WG,32DG,64-68DG,32/H2WG                     |D36,D26,D24,BA4,D20,D10,SL6;
413    |LCJL|XXLA,SELA    |XX     |72-74,68,64-66,98-102<100>,140-142                     |74DG,64-68DG,98DG,98/142WG,142DG,SE3JG                     |D72,D68,D60,SE;
414    |LCJL|XXLA,SWLA    |XX     |72-74,68,64-66,98-102<100>,(140-142),(132<134>),136-138,126-130<128>,(32),H2-H1                     |74DG,64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,SW3JG                     |D72,D68,D60,D50,D20,D10,SL6,XZ6,SW;
415    |LCJL|X12LA,SLA    |X12     |(68),64-66,98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,74DG,S3JG                     |D72,D68,D60,D50,D14,D8,D4,S;
416    |LCJL|X12LA,SFLA    |X12     |(68),64-66,98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,74DG,X1LQ                     |D72,D68,D60,D50,D14,D8,D2,SF;
417    |LCJL|X12LA,SL6LA    |X12     |(68),64-66,98-102<100>,(140-142),(132<134>),136-138,126-130<128>,(32)                     |64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,32/136WG,32DG,74DG,32/H2WG                     |D72,D68,D60,D50,D20,D10,SL6;
418    |LCJL|X12LA,SELA    |X12     |(68),64-66,98-102<100>,140-142                     |64-68DG,98DG,98/142WG,142DG,74DG,SE3JG                     |D72,D68,D60,SE;
419    |LCJL|X12LA,SWLA    |X12     |(68),64-66,98-102<100>,(140-142),(132<134>),136-138,126-130<128>,(32),H2-H1                     |64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,74DG,SW3JG                     |D72,D68,D60,D50,D20,D10,SL6,XZ6,SW;
420    |LCJL|X14LA,BA2A,SLA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,108DG,96DG,S3JG                     |BA2,D68,D60,D50,D14,D8,D4,S;
421    |LCJL|X14LA,BA2A,SFLA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,108DG,96DG,X1LQ                     |BA2,D68,D60,D50,D14,D8,D2,SF;
422    |LCJL|X14LA,BA2A,SL6LA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,126-130<128>,(32)                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,32/136WG,32DG,108DG,96DG,32/H2WG                     |BA2,D68,D60,D50,D20,D10,SL6;
423    |LCJL|X14LA,BA2A,SELA    |X14     |64-66,62,104<106>,(98-102<100>),140-142                     |66DG,62-106DG,98DG,98/142WG,142DG,108DG,96DG,SE3JG                     |BA2,D68,D60,SE;
424    |LCJL|X14LA,BA2A,SWLA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,126-130<128>,(32),H2-H1                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,32/136WG,32DG,32/H2WG,H2DG,108DG,96DG,SW3JG                     |BA2,D68,D60,D50,D20,D10,SL6,XZ6,SW;
425    |LCJL|X14LA,SJLA    |X14     |64-66,62,104<106>,98-102<100>,(96),JF2-JF1                     |66DG,62-106DG,96DG,96/JF2WG,JF2DG,108DG,YSJG                     |BA2,SL4,XZ4,SJ;
426    |LCJL|X14LA,SLA    |X14     |(64-66),98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |66DG,64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,IIBG,62-106DG,S3JG                     |D72,D68,D60,D50,D14,D8,D4,S;
427    |LCJL|X14LA,SFLA    |X14     |(64-66),98-102<100>,(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |66DG,64-68DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,8/126WG,2-8DG,4-6DG,IBG,62-106DG,X1LQ                     |D72,D68,D60,D50,D14,D8,D2,SF;
428    |LCJL|X14LA,D8A,SLA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,6-8                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,108DG,96DG,2-8DG,IIBG,S3JG                     |BA2,D68,D60,D50,D14,D8,D4,S;
429    |LCJL|X14LA,D8A,SFLA    |X14     |64-66,62,104<106>,(98-102<100>),(140-142),(132<134>),136-138,(126-130<128>),136-138,2-4,(6-8),2-4                     |66DG,62-106DG,98DG,98/142WG,142DG,140DG,128-136DG,126-138DG,108DG,96DG,2-8DG,4-6DG,IBG,X1LQ                     |BA2,D68,D60,D50,D14,D8,D2,SF;
